Date,Model,Learning Rate,Batch_Size,Epoch,Alpha,noise_ratio,Train_Accuracy,Test_Accuracy,Precision_True,Precision_Fake,Recall_True,Recall_Fake,F1_Score_True,F1_Score_Fake,f1_macro,f1_micro,f1_weighted,AUC
Sat Jan 16 02:18:55 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,4,3,0.7,1,0.8369150161743164,0.6649916247906198,0.7425149700598802,0.5665399239543726,0.6850828729281768,0.6340425531914894,0.7126436781609196,0.5983935742971888,0.6649916247906198,0.6676708567070222,0.659562713059833,0.6555186262290542
Sat Jan 16 02:52:39 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,4,3,0.4,1,0.8242598176002502,0.661641541038526,0.7083333333333334,0.5774647887323944,0.7513812154696132,0.5234042553191489,0.7292225201072385,0.5491071428571429,0.661641541038526,0.6583228322449731,0.6373927353943811,0.6391648314821907
Sat Jan 16 03:52:45 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,4,3,0.3,1,0.8524355292320251,0.6599664991624791,0.7064935064935065,0.5754716981132075,0.7513812154696132,0.5191489361702127,0.7282463186077643,0.5458612975391498,0.6599664991624791,0.6564532198621622,0.6352650758199131,0.6370538080734571
Sat Jan 16 04:38:06 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,4,3,0.3,1,0.8574498295783997,0.6432160804020101,0.7110481586402266,0.5450819672131147,0.6933701657458563,0.5659574468085107,0.702097902097902,0.5553235908141964,0.6432160804020101,0.6443224194317867,0.6296638062771835,0.6287107464560492
Sat Jan 16 05:13:17 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,4,3,0.25,1,0.8335720896720886,0.6465661641541038,0.7381703470031545,0.5428571428571428,0.6464088397790055,0.6468085106382979,0.6892488954344625,0.5902912621359223,0.6465661641541038,0.6502957231980186,0.6466086752086517,0.6397700787851924
Sat Jan 16 21:04:57 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,4,3,0.6,1,0.8476874232292175,0.5628140703517588,0.8300653594771242,0.47072072072072074,0.35082872928176795,0.8893617021276595,0.4932038834951456,0.6156111929307805,0.5628140703517588,0.5413876652662917,0.6200952157047138,0.5544075382129631
Sat Jan 16 21:32:48 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,4,3,0.6,1,0.84968101978302,0.48743718592964824,0.8255813953488372,0.43052837573385516,0.19613259668508287,0.9361702127659575,0.31696428571428575,0.5898123324396782,0.48743718592964824,0.4243667831690047,0.5661514047255202,0.453388309076982
Sat Jan 16 21:58:17 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,4,3,0.6,1,0.8316055536270142,0.5460636515912898,0.7692307692307693,0.45794392523364486,0.35911602209944754,0.8340425531914893,0.4896421845574388,0.5912518853695323,0.5460636515912898,0.5296393029675595,0.5965792876454685,0.5404470349634856
Sat Jan 16 22:47:34 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,4,3,0.6,1,0.8381088972091675,0.628140703517588,0.6977401129943502,0.5267489711934157,0.6823204419889503,0.5446808510638298,0.6899441340782122,0.5355648535564853,0.628140703517588,0.6291750705562593,0.61350064652639,0.6127544938173488
Sat Jan 16 23:11:53 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.5,1,0.7059524059295654,0.6080402010050251,0.6073825503355704,1.0,1.0,0.00425531914893617,0.7557411273486431,0.008474576271186442,0.6080402010050251,0.4615909774270312,0.5021276595744681,0.38210785180991474
