Date,Model,Learning Rate,Batch_Size,Epoch,Alpha,noise_ratio,Train_Accuracy,Test_Accuracy,Precision_True,Precision_Fake,Recall_True,Recall_Fake,F1_Score_True,F1_Score_Fake,f1_macro,f1_micro,f1_weighted,AUC
Sat Jan  9 08:36:24 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.7,1,0.8038095235824585,0.6365159128978225,0.6370510396975425,0.6323529411764706,0.930939226519337,0.1829787234042553,0.7564534231200898,0.2838283828382838,0.6365159128978225,0.5704117405971009,0.5569589749617962,0.5201409029791868
Sat Jan  9 08:54:39 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.72,1,0.824999988079071,0.6482412060301508,0.6467181467181468,0.6582278481012658,0.925414364640884,0.22127659574468084,0.7613636363636364,0.33121019108280253,0.6482412060301508,0.5920402533803936,0.5733454801927824,0.5462869137232195
Sat Jan  9 09:15:40 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.72,1,0.8154761791229248,0.6633165829145728,0.6569200779727096,0.7023809523809523,0.930939226519337,0.251063829787234,0.7702857142857144,0.3699059561128526,0.6633165829145728,0.6126822918893619,0.5910015281532855,0.5700958351992835
Sat Jan  9 09:33:33 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.74,1,0.8269047737121582,0.661641541038526,0.713903743315508,0.5739910313901345,0.7375690607734806,0.5446808510638298,0.7255434782608695,0.5589519650655022,0.661641541038526,0.6599672544737483,0.6411249559186553,0.6422477216631859
Sat Jan  9 10:42:15 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.76,1,0.817380964756012,0.6750418760469011,0.7153846153846154,0.5990338164251208,0.7707182320441989,0.5276595744680851,0.7420212765957448,0.5610859728506788,0.6750418760469011,0.6707988370981058,0.649188903256142,0.6515536247232119
Sat Jan  9 11:00:32 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.78,1,0.807619035243988,0.6432160804020101,0.6475247524752475,0.6195652173913043,0.9033149171270718,0.2425531914893617,0.7543252595155711,0.34862385321100914,0.6432160804020101,0.594627051003725,0.5729340543082168,0.5514745563632901
Sat Jan  9 11:21:00 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.8,1,0.8116666674613953,0.6465661641541038,0.6421845574387948,0.6818181818181818,0.9419889502762431,0.19148936170212766,0.7637178051511758,0.29900332225913623,0.6465661641541038,0.5807899936275086,0.5667391559891855,0.531360563705156
Sat Jan  9 11:39:23 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.8200000000000001,1,0.805476188659668,0.6666666666666666,0.6899766899766899,0.6071428571428571,0.8176795580110497,0.4340425531914894,0.7484197218710493,0.5062034739454094,0.6666666666666666,0.6530749676624641,0.6258610556012696,0.6273115979082293
Sat Jan  9 12:00:31 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.86,1,0.8235714435577393,0.6582914572864321,0.6639004149377593,0.6347826086956522,0.8839779005524862,0.31063829787234043,0.7582938388625593,0.4171428571428571,0.6582914572864321,0.6240049264603315,0.5973080992124133,0.5877183480027082
Sat Jan  9 12:19:13 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.88,1,0.8080952167510986,0.6666666666666666,0.6570327552986512,0.7307692307692307,0.9419889502762431,0.2425531914893617,0.7741203178206584,0.3642172523961661,0.6666666666666666,0.6127681898897444,0.5922710708828024,0.5691687851084122
Sat Jan  9 14:51:08 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.75,1,0.8095238208770752,0.6633165829145728,0.6539196940726577,0.7297297297297297,0.9447513812154696,0.2297872340425532,0.7728813559322034,0.34951456310679613,0.6633165829145728,0.6062294358082992,0.5872693076290114,0.5611979595194998
Sun Jan 10 17:48:14 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.75,1,0.804100513458252,0.5678391959798995,0.825,0.47368421052631576,0.36464088397790057,0.8808510638297873,0.5057471264367817,0.6160714285714286,0.5678391959798995,0.54917461555176,0.6227459739038439,0.5609092775041051
Sun Jan 10 18:01:30 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.7,1,0.7916666865348816,0.6046901172529313,0.8181818181818182,0.49874686716791977,0.44751381215469616,0.8468085106382979,0.5785714285714286,0.6277602523659306,0.6046901172529313,0.5979338633984101,0.647161161396497,0.6031658404686796
Sun Jan 10 18:13:16 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.72,1,0.8166666626930237,0.5628140703517588,0.8344370860927153,0.47085201793721976,0.34806629834254144,0.8936170212765957,0.4912280701754387,0.6167400881057269,0.5628140703517588,0.5406339733808285,0.6208416598095686,0.5539840791405828
Sun Jan 10 18:24:57 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.74,1,0.8289682269096375,0.5812395309882747,0.8414634146341463,0.48267898383371827,0.3812154696132597,0.8893617021276595,0.5247148288973383,0.625748502994012,0.5812395309882747,0.5644852031229972,0.6352885858704597,0.5752316659456751
Sun Jan 10 19:21:45 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.7,1,0.7907088398933411,0.5678391959798995,0.8421052631578947,0.47415730337078654,0.35359116022099446,0.8978723404255319,0.4980544747081712,0.6205882352941177,0.5678391959798995,0.5462880320577481,0.6257317503232632,0.5593213550011444
Sun Jan 10 19:35:57 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.6,1,0.7634099721908569,0.5192629815745393,0.8099173553719008,0.44537815126050423,0.27071823204419887,0.902127659574468,0.4057971014492753,0.5963431786216596,0.5192629815745393,0.48080267621562417,0.5864229458093335,0.5010701400354675
Sun Jan 10 19:55:46 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.6,1,0.8100000023841858,0.6365159128978225,0.6396917148362236,0.6153846153846154,0.9171270718232044,0.20425531914893616,0.753688989784336,0.30670926517571884,0.6365159128978225,0.5777421970154498,0.5606911954860703,0.5301991274800274
Mon Jan 11 20:28:34 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,1,3,0.99,1,0.7936394214630127,0.6499162479061976,0.6631130063965884,0.6015625,0.8591160220994475,0.3276595744680851,0.7484957882069795,0.42424242424242425,0.6499162479061976,0.6208583668808982,0.5933877982837663,0.5863691062247018
Mon Jan 11 22:43:05 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.8,1,0.7988095283508301,0.6515912897822446,0.655241935483871,0.6336633663366337,0.8977900552486188,0.2723404255319149,0.7575757575757577,0.380952380952381,0.6515912897822446,0.6093236746503079,0.5850652403902667,0.5692640692640694
Tue Jan 12 10:10:53 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,4,3,0.85,1,0.8161413669586182,0.661641541038526,0.6538461538461539,0.7142857142857143,0.9392265193370166,0.23404255319148937,0.7709750566893425,0.35256410256410253,0.661641541038526,0.6062739273435612,0.586634536264253,0.5617695796267226
Tue Jan 12 10:47:23 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,4,3,0.87,1,0.803486168384552,0.6582914572864321,0.700507614213198,0.5763546798029556,0.7624309392265194,0.4978723404255319,0.7301587301587301,0.5342465753424658,0.6582914572864321,0.653040880272931,0.6301516398260256,0.632202652750598
Tue Jan 12 11:24:05 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,4,3,0.89,1,0.8166189193725586,0.6599664991624791,0.6709677419354839,0.6212121212121212,0.861878453038674,0.34893617021276596,0.7545344619105201,0.446866485013624,0.6599664991624791,0.6334256267836011,0.6054073116257199,0.600700473462072
Tue Jan 12 12:53:50 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,4,3,0.85,1,0.8182903528213501,0.6113902847571189,0.696969696969697,0.5056179775280899,0.6353591160220995,0.574468085106383,0.6647398843930636,0.5378486055776893,0.6113902847571189,0.6147910560486534,0.6049136005642413,0.6012942449853764
Tue Jan 12 13:40:15 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,4,1,0.85,1,0.7005730867385864,0.6063651591289783,0.6063651591289783,0.0,1.0,0.0,0.7549530761209594,0.0,0.6063651591289783,0.45777724213699716,0.5,0.3774765380604797
Tue Jan 12 14:16:31 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,4,3,0.85,1,0.773877739906311,0.6532663316582915,0.6432532347504621,0.75,0.9613259668508287,0.17872340425531916,0.770764119601329,0.28865979381443296,0.6532663316582915,0.5809910600369729,0.570024685553074,0.529711956707881
Tue Jan 12 15:20:00 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,4,3,0.8,1,0.8297516703605652,0.6398659966499163,0.6503067484662577,0.5925925925925926,0.8784530386740331,0.2723404255319149,0.7473560517038779,0.37317784256559766,0.6398659966499163,0.6000664718923271,0.575396732102974,0.5602669471347378
Tue Jan 12 15:59:45 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,4,3,0.8,1,0.8161413669586182,0.6432160804020101,0.6517311608961304,0.6037735849056604,0.8839779005524862,0.2723404255319149,0.7502930832356388,0.375366568914956,0.6432160804020101,0.60270894443269,0.5781591630422005,0.5628298260752974
Tue Jan 12 16:31:24 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,4,3,0.75,1,0.8304679989814758,0.6582914572864321,0.6889952153110048,0.5865921787709497,0.7955801104972375,0.44680851063829785,0.7384615384615385,0.5072463768115941,0.6582914572864321,0.6474471950984951,0.6211943105677677,0.6228539576365664
Tue Jan 12 17:06:48 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,4,3,0.75,1,0.8400191068649292,0.6834170854271356,0.6952595936794582,0.6493506493506493,0.850828729281768,0.425531914893617,0.7652173913043477,0.5141388174807198,0.6834170854271356,0.6663841168511608,0.6381803220876925,0.6396781043925337
Tue Jan 12 17:36:27 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,4,3,0.77,1,0.8345271944999695,0.6599664991624791,0.7345132743362832,0.562015503875969,0.6878453038674033,0.6170212765957447,0.710413694721826,0.5882352941176471,0.6599664991624791,0.6623200194421242,0.6524332902315739,0.6493244944197365
Tue Jan 12 18:06:00 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,4,3,0.79,1,0.8271251320838928,0.6917922948073701,0.7050691244239631,0.656441717791411,0.8453038674033149,0.4553191489361702,0.7688442211055275,0.5376884422110554,0.6917922948073701,0.6778532528639848,0.6503115081697426,0.6532663316582914
Tue Jan 12 18:30:25 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.75,1,0.7030952572822571,0.609715242881072,0.6084033613445378,1.0,1.0,0.00851063829787234,0.7565308254963427,0.016877637130801686,0.609715242881072,0.4653775603943291,0.5042553191489362,0.3867042313135722
