Date,Model,Learning Rate,Batch_Size,Epoch,Alpha,Ratio,Train_Accuracy,Test_Accuracy,Precision_True,Precision_Fake,Recall_True,Recall_Fake,F1_Score_True,F1_Score_Fake,AUC,Fold
Tue Dec 29 00:39:50 2020,PI_Attn,2e-05,1,1,0.99,0.5,0.6677796244621277,0.8912608405603736,0.9982698961937716,0.8241042345276873,0.7807848443843031,0.9986842105263158,0.8762338648443431,0.9030339083878645,0.8897345274553095,0
