Date,Model,Learning Rate,Batch_Size,Epoch,Alpha,Ratio,Train_Accuracy,Test_Accuracy,Precision_True,Precision_Fake,Recall_True,Recall_Fake,F1_Score_True,F1_Score_Fake,AUC,Fold
Sun Dec 27 23:55:11 2020,PI_Attn,0.0001,1,5,0.99,0.5,0.6324999928474426,0.5,0.18181818181818182,0.8888888888888888,0.6666666666666666,0.47058823529411764,0.28571428571428575,0.6153846153846153,0.5686274509803921,0
Mon Dec 28 08:18:46 2020,PI_Attn,0.0001,1,5,0.99,0.5,0.612500011920929,0.45,0.16666666666666666,0.875,0.6666666666666666,0.4117647058823529,0.26666666666666666,0.56,0.5392156862745098,0
Mon Dec 28 08:25:23 2020,PI_Attn,0.0001,1,10,0.99,0.5,0.6499999761581421,0.85,0.0,0.85,0.0,1.0,0.0,0.9189189189189189,0.5,0
Mon Dec 28 08:35:21 2020,PI_Attn,2e-05,1,10,0.99,0.5,0.6156250238418579,0.425,0.18518518518518517,0.9230769230769231,0.8333333333333334,0.35294117647058826,0.303030303030303,0.5106382978723405,0.5931372549019609,0
Mon Dec 28 08:45:52 2020,PI_Attn,2e-05,1,15,0.99,0.5,0.7137500047683716,0.45,0.19230769230769232,0.9285714285714286,0.8333333333333334,0.38235294117647056,0.3125,0.5416666666666667,0.607843137254902,0
